,Full Username,Date of Tweet,Number of Replies,Total Engagements,cleaned tweet,sentiment text,sentiment_prob,tags,outlier_merged,merged_label,merged_description
689,@ameenaadebadejo,2025-08-25,1,6.0,"Honestly, this epidemic of men in Lagos peeing on the road is very disgusting!   How do you stand in the middle of the road, right on the BRT lane pavement and pee directly on the BRT lane?!   Wtf is wrong with these men?!",negative,0.930476308,OTHERS,1,"Urban Decay, Sanitation Crisis & Symbolic Politics of BRT","This topic captures intense public debate about Lagos “smelling,” environmental degradation around BRT terminals, and sanitation failures. BRT appears as a symbolic site where governance, urban neglect, migration, and identity politics collide. Discussions often escalate into partisan attacks, ethnic blame, and moral judgments, showing how transport infrastructure becomes a proxy for wider urban governance failures."
690,@Godswill_orung,2025-08-23,2,11.0,"I knew I'm done with Lagos and office work the day I was shouting inside their red brt to drop me and the driver was still going   Out of anger , I smash the window and it shattered. Cut my hand   That's when they stopped and said I'll buy the window   I knew this is not me. What tf? ",negative,0.860345542,OTHERS,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
691,@RETIREDMUST4NG,2025-08-22,0,1.0,I have a theory that the introduction of the BRT improved the quality of life in Lagos State.,positive,0.729918361,SUGGESTION,11,Vehicle & Driver Behavior (Recklessness & Maintenance),"This topic focuses on the conduct of BRT drivers (e.g., over-speeding, recklessness), the condition of the buses (e.g., poor maintenance, lack of AC), and the safety implications. It also covers incidents involving BRT vehicles hitting pedestrians or other vehicles due to perceived negligence."
692,@MikeIkenwa,2025-08-24,0,3.0, Lagos workers taking a dump after eating hot beans and egg by 5am from the mama put while waiting for BRT to VI .,negative,0.738285422,HEALTH,1,"Urban Decay, Sanitation Crisis & Symbolic Politics of BRT","This topic captures intense public debate about Lagos “smelling,” environmental degradation around BRT terminals, and sanitation failures. BRT appears as a symbolic site where governance, urban neglect, migration, and identity politics collide. Discussions often escalate into partisan attacks, ethnic blame, and moral judgments, showing how transport infrastructure becomes a proxy for wider urban governance failures."
693,@AlarmeeThe75076,2025-08-24,0,4.0, Lagos bolsters Road Safety with intensive BRT driver training programme -   thealarmeeng.com/2025/08/24/lag.,neutral,0.889248908,NEWS,7,"Transportation Planning, Investment & Policy Debates","This cluster encompasses discussions about BRT system expansion, efficiency, new routes, and calls for policy changes or alternative transport modes. It often includes comparative analysis with other cities, debates on funding (e.g., CNG conversion), and the role of public-private partnerships."
694,@Anazodoeche,2025-08-19,0,3.0,"Funny thing is, this is even better.   Look out for the Red, Old BRT vehicles that are so dilapidated. It's a sorry state and that they still ply Lagos roads is a mirage . The Governor is so terrible when it comes to the public transport system. His commissioner is also a joke.",negative,0.804908037,"VEHICLE, LEGAL",-1,Noise,Noise
695,@lakaas123,2025-08-22,0,0.0,"When you encounter a well-established man, his track record speaks volumes. His business achievements in Lagos highlight his stature.   His recent BRT project, the second in Nigeria after Lagos , underscores his impact. A true Lagos boy! Congratulations, Mr . Governor!",positive,0.967529893,"LEGAL, NEWS",4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
696,@Pain0_Chocolaat,2025-08-21,1,2.0,"I knew people in Lagos were mad when they started reserving seats in BRT for their friends ""on the way""",negative,0.726182342,OTHERS,5,Commuter Experience: Daily Challenges & Frustrations,"This topic captures the daily grind of BRT commuters: long queues, delays, discomfort, and the sheer mental and physical toll of Lagos public transport. It reflects a sentiment of struggle and resignation, with expressions of tiredness and frustration dominating the narrative."
697,@H_bolaji,2025-08-21,1,52.0,"Good morning all,  tokunbo\_wahab muyiwag thetundeajayi   Pls help involve the agency responsible for this evacuation. I have called the Emergency lines yesterday but it has not been attended to.   Location: Haruna Bus stop, BRT Lane Ikrd, Lagos.   Thanks   Cc  followlasg Mr JAGs ",neutral,0.68835175,OTHERS,1,"Urban Decay, Sanitation Crisis & Symbolic Politics of BRT","This topic captures intense public debate about Lagos “smelling,” environmental degradation around BRT terminals, and sanitation failures. BRT appears as a symbolic site where governance, urban neglect, migration, and identity politics collide. Discussions often escalate into partisan attacks, ethnic blame, and moral judgments, showing how transport infrastructure becomes a proxy for wider urban governance failures."
698,@Pain0_Chocolaat,2025-08-20,7,545.0," BRT buses saw people stopped rushing to stand once seats were filled so they started deliberately delaying buses to force people and pack fares.  When I say I absolutely hate everything about Lagos State, and this country at large, I'm not exaggerating. Do you know how insane it ",negative,0.90733707,OTHERS,1,"Urban Decay, Sanitation Crisis & Symbolic Politics of BRT","This topic captures intense public debate about Lagos “smelling,” environmental degradation around BRT terminals, and sanitation failures. BRT appears as a symbolic site where governance, urban neglect, migration, and identity politics collide. Discussions often escalate into partisan attacks, ethnic blame, and moral judgments, showing how transport infrastructure becomes a proxy for wider urban governance failures."
699,@eniiola1,2025-08-18,0,1.0," Lagos BRT , implemented by Bola Ahmed Tinubu , has been copied by Enugu state . Let's wait to see any project Naanuu implemented that outlived his government   PeterObi  AishaYesufu show workings",negative,0.52632612,OTHERS,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
700,@Demi_Anomaly,2025-08-19,2,2.0, I feel like or rather I'm a fool for this mistake. E come be like say I be jjc for Lagos. Entered the wrong bus. Was meant to be heading back to Ajah but I got into the wrong BRT and landed in Ikorodu. Lmao. I dey laugh myself gan.  ,negative,0.853037834,OTHERS,3,"Accidents, Fires & Operational Safety Failures","This cluster focuses on BRT-related accidents, bus fires, collisions, and emergency incidents. It emphasizes operational risks, driver conduct, vehicle maintenance, and emergency response. The tone is largely alarmist and incident-driven, reinforcing perceptions of safety vulnerabilities in the system."
701,@OlakunleDosunmu,2025-08-19,1,171.0, Has the Lagos state government reversed the suspension of brt lane on odo iya alaro bridge? ,neutral,0.897472322,LEGAL,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
702,@toyosky4real,2025-08-18,0,0.0," This is managed by Femadec, the same company handling Lagos BRT.   Good news   ",positive,0.935101569,NEWS,-1,Noise,Noise
703,@AyinlaSaad,2025-08-19,0,21.0," A Legend who built schs. Built Eko Atlantic. build IPP that generates 270MW electricity. created extra 36 LCDAs. Free WAEC. Took IGR from N600m to N7B, Free Health Care. Built Lekki Trade Zone. Created LAWMA, LASEPA, LWC & Lagos BRT scheme.   PBAT, on his mandate remain. ",positive,0.684747577,LEGAL,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
704,@ndekekwe,2025-08-19,8,182.0," Join me to congratulate the fastest growing fintech company in Africa - Touch & Pay (TAP) - as Enugu State joins the Cowry card network, with Ije Card. TAP is the largest microtransaction payment company in Africa and the company which powers Lagos State BRT card system. Most ",positive,0.920897782,OTHERS,6,"Market Decongestion, Enforcement & Land Disputes","This topic details official efforts to clear illegal traders from BRT stations and public spaces, focusing on environmental enforcement, task force operations, and associated arrests. It also touches on land disputes and protests against government actions related to BRT infrastructure."
705,@yeancah19,2025-08-18,0,0.0,"If you like call it AAA , the fact remains that its a lagos BRT template.   Even the card usage. ",neutral,0.585040569,OTHERS,6,"Market Decongestion, Enforcement & Land Disputes","This topic details official efforts to clear illegal traders from BRT stations and public spaces, focusing on environmental enforcement, task force operations, and associated arrests. It also touches on land disputes and protests against government actions related to BRT infrastructure."
706,@objectvmedia,2025-08-18,12,513.0, How BRT \& Other Road Crises In Lagos Are Fueled By Greed \& Prioritization Of 'Fines' By Relevant Agencies Over Genuine Commitment To Task Of Law \& Order lamatsonline followlasg PoliceNG Sola\_Giwa jidesanwoolu LagosPoliceNG ,negative,0.705335796,LEGAL,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
707,@Benking443,2025-08-17,4,60.0, The head of the maintinance crew for all the BRT buses in Enugu is Yoruba Lagos man. Very excellent in his work & disciplined.   I met him in person and he's loved by the drivers.   He was also in charge of training of their training. Very strict too   Na only mumu dey do bigotry ,positive,0.91134727,"STAFF, LEGAL",9,Fintech & Payment Systems (Cowry Card),"This topic highlights the integration of technology in BRT services, specifically the Cowry Card payment system. Discussions include its efficiency, ease of use, and occasional issues like card errors or insufficient balance, alongside mentions of fintech companies powering these systems."
708,@iheme_emmanuel,2025-08-17,0,0.0,It's the loading people like Sandrine inside BRT that annoys me most plus the open Dedication accross Lagos too. Haba everywhere smells bad. ,negative,0.940321147,"STAFF, INFRASTRUCTURE",1,"Urban Decay, Sanitation Crisis & Symbolic Politics of BRT","This topic captures intense public debate about Lagos “smelling,” environmental degradation around BRT terminals, and sanitation failures. BRT appears as a symbolic site where governance, urban neglect, migration, and identity politics collide. Discussions often escalate into partisan attacks, ethnic blame, and moral judgments, showing how transport infrastructure becomes a proxy for wider urban governance failures."
709,@Ubanized,2025-08-17,0,0.0, That's what it means to be a RAPID bus service.  They have their lanes to enable them beat traffic and be fast too.  Check out Lagos Bus Rapid Transit(BRT) ,neutral,0.523180008,NEWS,6,"Market Decongestion, Enforcement & Land Disputes","This topic details official efforts to clear illegal traders from BRT stations and public spaces, focusing on environmental enforcement, task force operations, and associated arrests. It also touches on land disputes and protests against government actions related to BRT infrastructure."
710,@Captainkuku01,2025-08-16,6,27.0," See Enugu people celebrating BRT but when Lagos does way bigger things,they say we���������re celebrating mediocrity.  Note:Lagosians have been riding in BRT",negative,0.577189028,OTHERS,9,Fintech & Payment Systems (Cowry Card),"This topic highlights the integration of technology in BRT services, specifically the Cowry Card payment system. Discussions include its efficiency, ease of use, and occasional issues like card errors or insufficient balance, alongside mentions of fintech companies powering these systems."
711,@Aloyebaba,2025-08-16,0,0.0," Kano State, which is the most populated state after Lagos, does not have BRT or light rail system to move her population even when states less populated than her have at least BRT system but the President in power at any particular time has always been their problem. Ok o. ",negative,0.676790118,OTHERS,9,Fintech & Payment Systems (Cowry Card),"This topic highlights the integration of technology in BRT services, specifically the Cowry Card payment system. Discussions include its efficiency, ease of use, and occasional issues like card errors or insufficient balance, alongside mentions of fintech companies powering these systems."
712,@KingsLawry,2025-08-15,0,0.0, All states should have private lanes for trucks and trailers same way lagos has a separate lane for BRT buses. ,neutral,0.848409057,SUGGESTION,6,"Market Decongestion, Enforcement & Land Disputes","This topic details official efforts to clear illegal traders from BRT stations and public spaces, focusing on environmental enforcement, task force operations, and associated arrests. It also touches on land disputes and protests against government actions related to BRT infrastructure."
713,@simplyfaithe,2025-08-15,0,1.0, Standing in a BRT bus wearing heels. Lagos will humble you. ,negative,0.531382442,OTHERS,5,Commuter Experience: Daily Challenges & Frustrations,"This topic captures the daily grind of BRT commuters: long queues, delays, discomfort, and the sheer mental and physical toll of Lagos public transport. It reflects a sentiment of struggle and resignation, with expressions of tiredness and frustration dominating the narrative."
714,@maziuroh,2025-08-15,1,2.0, Any brt terminal you find yourself in Lagos Ikorodu route will always have the longest queue ,negative,0.643518925,DELAY,1,"Urban Decay, Sanitation Crisis & Symbolic Politics of BRT","This topic captures intense public debate about Lagos “smelling,” environmental degradation around BRT terminals, and sanitation failures. BRT appears as a symbolic site where governance, urban neglect, migration, and identity politics collide. Discussions often escalate into partisan attacks, ethnic blame, and moral judgments, showing how transport infrastructure becomes a proxy for wider urban governance failures."
715,@Taye14836364,2025-08-14,0,0.0," Instead of fixing the highways and removing the checkpoints, why not do all of these and build a new transport system with terminals in the 6 regions of Nigeria ? The same way BRT changed Lagos with Lamataonline which officialABAT started is what's about to change in Nigeria ",neutral,0.491387337,SUGGESTION,7,"Transportation Planning, Investment & Policy Debates","This cluster encompasses discussions about BRT system expansion, efficiency, new routes, and calls for policy changes or alternative transport modes. It often includes comparative analysis with other cities, debates on funding (e.g., CNG conversion), and the role of public-private partnerships."
716,@abdullahayofel,2025-08-12,48,429.0,"A Legend who built schools.  Built Eko Atlantic.  build IPP that generates 270MW electricity.  created an extra 36 LCDAs.  Free WAEC.  Took IGR of 600million to 7billion. Free Health Care.  Built Lekki Trade Zone.  Created LAWMA, LASEPA, LWC. Created Lagos BRT scheme.   He was ",positive,0.675066233,LEGAL,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
717,@Onsongbu,2025-08-13,30,336.0,"A Legend Who Built Schools.  Built Eko Atlantic.  Build An IPP That Generates 270MW Electricity.  Created An Extra 36 LCDAs.  Free WAEC.  Took IGR of 600million To 7billion.  Free Health Care.  Built Lekki Trade Zone.  Created LAWMA, LASEPA, LWC. Created Lagos BRT Scheme.   He was first father of modern Lagos and later father of modern Nigeria     Give Him His     ",positive,0.626998961,LEGAL,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
718,@Colito442,2025-08-12,0,0.0,"A Legend who built schools. Built Eko Atlantic . build IPP that generates 270MW electricity . created extra 36 LCDAs . Free WAEC . Took IGR of 600million to 7billion . Free Health Care . Built Lekki Trade Zone . Created LAWMA , LASEPA , LWC . Created Lagos BRT scheme .  officialABAT ",positive,0.654853284,"LEGAL, NEWS",4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
719,@jossylahlah,2025-08-12,0,0.0,"A Legend who built schools. Built Eko Atlantic . build IPP that generates 270MW electricity . created extra 36 LCDAs . Free WAEC . Took IGR of 600million to 7billion . Free Health Care . Built Lekki Trade Zone . Created LAWMA , LASEPA , LWC . Created Lagos BRT scheme . Give him his   ",positive,0.704592347,LEGAL,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
720,@martinokorowu,2025-08-13,0,54.0," Rufai Oseni once flouted Lagos' BRT no-drive rule, yet walked away without facing prosecution, thanks, it seems, to his influence, while ordinary citizens in similar situations had their vehicles seized.   Today, that same ruffydfire is suddenly wearing the hat of a prosecution champion over the recent aviation infraction cases. ",neutral,0.518980801,LEGAL,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
721,@martinokorowu,2025-08-13,1,2.0," Rufai Oseni once flouted Lagos' BRT no-drive rule, yet walked away without facing prosecution, thanks, it seems, to his influence, while ordinary citizens in similar situations had their vehicles seized.   Today, that same ruffydfire is suddenly wearing the hat of a prosecution ",neutral,0.532449305,LEGAL,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
722,@ayotem4real,2025-08-13,1,5.0,"As a Governor,  officialABAT created  Lamataonline in 2003 to face out Molue in Lagos , build a viral transportation for Lagosians.   Now BRT , Red Line , Blue Line , Water Transport all on Cowrie Card.   No Capping.   Abeg Sis Nkechi, where's PeterObi transportation plan in Anambra? ",neutral,0.696944833,OTHERS,7,"Transportation Planning, Investment & Policy Debates","This cluster encompasses discussions about BRT system expansion, efficiency, new routes, and calls for policy changes or alternative transport modes. It often includes comparative analysis with other cities, debates on funding (e.g., CNG conversion), and the role of public-private partnerships."
723,@BankoleDelight,2025-08-14,0,0.0,It seems like LAMATA has abandoned the BRT project. I don't think there's been any purchase of new buses in the last 2 years . The lagos-Badagry route is not yet fully optimized. I was thinking the BRT lane there will be as functional as that of ikorodu road .,negative,0.766675413,"LEGAL, NEWS",7,"Transportation Planning, Investment & Policy Debates","This cluster encompasses discussions about BRT system expansion, efficiency, new routes, and calls for policy changes or alternative transport modes. It often includes comparative analysis with other cities, debates on funding (e.g., CNG conversion), and the role of public-private partnerships."
724,@Tineey_Mills,2025-08-14,1,7.0," Lagos state government! Why is there no rail line that is connected to other parts of lagos from Ikorodu?   Imagine having to spend almost 6k to and from lagos island yesterday, while getting stuck in traffic? Despite using the BRT buses?   Work on this pls lagosstategov ",negative,0.890960991,"LEGAL, SUGGESTION",6,"Market Decongestion, Enforcement & Land Disputes","This topic details official efforts to clear illegal traders from BRT stations and public spaces, focusing on environmental enforcement, task force operations, and associated arrests. It also touches on land disputes and protests against government actions related to BRT infrastructure."
725,@OluwaSkenky1010,2025-08-14,0,0.0, I urge the Lagos state govt to appoint you as an ambassador for BRT.its better late than never. ,positive,0.506787479,SUGGESTION,-1,Noise,Noise
726,@minutesimal_,2025-08-30,1,3.0," I love entering Lagos state BRT electric bus, it's not even expensive they will play music from the beginning of the trip to the end plus AC too  ",positive,0.974701881,SUGGESTION,11,Vehicle & Driver Behavior (Recklessness & Maintenance),"This topic focuses on the conduct of BRT drivers (e.g., over-speeding, recklessness), the condition of the buses (e.g., poor maintenance, lack of AC), and the safety implications. It also covers incidents involving BRT vehicles hitting pedestrians or other vehicles due to perceived negligence."
727,@HeIsJayjam,2025-08-30,0,10.0," Only Nigeria (Lagos), Senegal (Dakar), and Ghana (Accra and Kumasi) have working BRT systems in West Africa.   C te d'Ivoire is still building its system in Abidjan.   Via AfricaViewFacts ",neutral,0.873840213,NEWS,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
728,@Itengozi,2025-08-12,0,0.0," If the BRT operates 24/7, Lagos traffic will reduce by at least 50%.   If Lagos state government invests in water ways, the traffic reduces by another 30%. ",neutral,0.708242714,SUGGESTION,6,"Market Decongestion, Enforcement & Land Disputes","This topic details official efforts to clear illegal traders from BRT stations and public spaces, focusing on environmental enforcement, task force operations, and associated arrests. It also touches on land disputes and protests against government actions related to BRT infrastructure."
729,@KALADIMA1972,2025-08-12,1,3.0, Finally someone that thinks like me  Although brt operates 24/7. But not everywhere in lagos  If they can widen the scope  And also make sure there is intra city train linking many places   You'll see how traffic will reduce drastically ,neutral,0.510652721,SUGGESTION,6,"Market Decongestion, Enforcement & Land Disputes","This topic details official efforts to clear illegal traders from BRT stations and public spaces, focusing on environmental enforcement, task force operations, and associated arrests. It also touches on land disputes and protests against government actions related to BRT infrastructure."
730,@taju...,2025-08-12,2,6.0, What has he built?   Because Tinubu transformed Lagos State economy better than any regional economy in the country.   Eko Atlantic City.  Lekki Seaport.  Lekki Free Trade Zone.  IGR Template.  BRT/LAWMA/ LASTMA/LAMATA. ,positive,0.81521982,OTHERS,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
731,@funshographix,2025-08-12,184,1469.0," A Legend who built schools. Built Eko Atlantic. build IPP that generates 270MW electricity. created extra 36 LCDAs. Free WAEC. Took IGR of 600million to 7billion. Free Health Care. Built Lekki Trade Zone. Created LAWMA, LASEPA, LWC. Created Lagos BRT scheme. Give him his  ",positive,0.721399605,LEGAL,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
732,@blueandgreyuser,2025-08-12,1,1.0, Reminds me of the last time I went to Lagos market with my brother and mom. We wanted to take an Uber back but couldn't get one so my mom just told us to go and queue for brt. I truly regretted my life that day ,negative,0.898759723,OTHERS,3,"Accidents, Fires & Operational Safety Failures","This cluster focuses on BRT-related accidents, bus fires, collisions, and emergency incidents. It emphasizes operational risks, driver conduct, vehicle maintenance, and emergency response. The tone is largely alarmist and incident-driven, reinforcing perceptions of safety vulnerabilities in the system."
733,@Trequartista345,2025-08-12,0,0.0," Lagos needs to add ETA to their cowry app, people are just standing in like at the BRT station not knowing when buses will come ",negative,0.714972436,SUGGESTION,1,"Urban Decay, Sanitation Crisis & Symbolic Politics of BRT","This topic captures intense public debate about Lagos “smelling,” environmental degradation around BRT terminals, and sanitation failures. BRT appears as a symbolic site where governance, urban neglect, migration, and identity politics collide. Discussions often escalate into partisan attacks, ethnic blame, and moral judgments, showing how transport infrastructure becomes a proxy for wider urban governance failures."
734,@SeraphRoyale,2025-08-11,1,3.0,No lies told!Lagos BRT is usually a mess.Everyone ok Lagos has this mentality that the next human isn't normal and with good reason. By the time everyone believes the next human is not okay this is the result,negative,0.866736174,OTHERS,1,"Urban Decay, Sanitation Crisis & Symbolic Politics of BRT","This topic captures intense public debate about Lagos “smelling,” environmental degradation around BRT terminals, and sanitation failures. BRT appears as a symbolic site where governance, urban neglect, migration, and identity politics collide. Discussions often escalate into partisan attacks, ethnic blame, and moral judgments, showing how transport infrastructure becomes a proxy for wider urban governance failures."
735,@_Ojochemi,2025-08-11,5,126.0,"I know a lot of people are of the opinion that it's the Organizers' fault ��������� and rightly so! But you see this Lagos!I'll use the BRT as an example, even if the station is overflowing with available buses, there will be fight, there are people who will queue for 10 people o",negative,0.672054112,OTHERS,1,"Urban Decay, Sanitation Crisis & Symbolic Politics of BRT","This topic captures intense public debate about Lagos “smelling,” environmental degradation around BRT terminals, and sanitation failures. BRT appears as a symbolic site where governance, urban neglect, migration, and identity politics collide. Discussions often escalate into partisan attacks, ethnic blame, and moral judgments, showing how transport infrastructure becomes a proxy for wider urban governance failures."
736,@LordVinci21,2025-08-11,2,7.0,"Okay Mr Opolo, let me agree with you.BAT governed Lagos for 8 years but couldn't actualize BRT . Was waiting for Fashola to come so he can help him actualize it abi ??? What was BAT doing for those 8 years ??Fashola came in and within a year we could see his plan for",neutral,0.644289196,OTHERS,10,"Corruption, Mismanagement & Public Trust Deficit","This topic reveals public distrust and allegations of corruption within LAMATA and other transport agencies. It includes accusations of fraudulent projects, lack of transparency in BRT operations, and calls for accountability, often framing these issues as systemic failures."
737,@rbolade,2025-08-10,0,0.0,"Replying to LordVinci21 and Harmless12345Mr Oponu, BRT just appeared under Fashola. No planning o. The buses just appear from tiny air, dem no order the buses. Even the lamata was created IMMEDIATELY no planning",neutral,0.491534352,OTHERS,9,Fintech & Payment Systems (Cowry Card),"This topic highlights the integration of technology in BRT services, specifically the Cowry Card payment system. Discussions include its efficiency, ease of use, and occasional issues like card errors or insufficient balance, alongside mentions of fintech companies powering these systems."
738,@josephogidi,2025-08-11,0,0.0,"Ignorance is written all over this post.At least I was in Lagos BTW 2003 and 2007 when Tinubu was governor, his legacy is standing toll date, other states even copied his policies. LASTMA, LAWMA, RRS, BRT, ATLANTIC CITY, LEKKI EPE CORRIDOR, TAX REFORM, REVENUE GEN ETC.",negative,0.661019802,LEGAL,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
739,@kadunabrt,2025-08-11,10,125.0,The BRT Success Story Continues!Lagos showed us what is possible with BRT.Now Kaduna is making history as the first State in Northern Nigeria to implement the BRT system! KBRT is not just coming- it is leading the way. KadunaBRT MovingKadunaForward AFD KDSG,positive,0.958023369,NEWS,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
740,@minutesimal_,2025-08-30,1,3.0," I love entering Lagos state BRT electric bus, it's not even expensive they will play music from the beginning of the trip to the end plus AC too  ",positive,0.974701881,SUGGESTION,11,Vehicle & Driver Behavior (Recklessness & Maintenance),"This topic focuses on the conduct of BRT drivers (e.g., over-speeding, recklessness), the condition of the buses (e.g., poor maintenance, lack of AC), and the safety implications. It also covers incidents involving BRT vehicles hitting pedestrians or other vehicles due to perceived negligence."
741,@PlayboiEzio,2025-08-28,0,0.0," Took BRT for the first time on Saturday, taking it for the second time today and doing ""standing"" (yeah, it's a noun).   Discovering Lagos inch by inch ",neutral,0.533715904,OTHERS,5,Commuter Experience: Daily Challenges & Frustrations,"This topic captures the daily grind of BRT commuters: long queues, delays, discomfort, and the sheer mental and physical toll of Lagos public transport. It reflects a sentiment of struggle and resignation, with expressions of tiredness and frustration dominating the narrative."
742,@Nneka_Viv,2025-08-28,1,341.0," Wow, haven't been on the streets of Lagos with nine-to-fivers in a while.  ""Not throwing away my shot"" playing in my ears as everyone around me runs off the train to get to a mini BRT before they fill up, and I'm sorry, but I'm now too comfortable to run  ",negative,0.439250469,OTHERS,5,Commuter Experience: Daily Challenges & Frustrations,"This topic captures the daily grind of BRT commuters: long queues, delays, discomfort, and the sheer mental and physical toll of Lagos public transport. It reflects a sentiment of struggle and resignation, with expressions of tiredness and frustration dominating the narrative."
743,@Frontliner1205,2025-08-15,1,1.0," Lagos Boosts Safety Standards for BRT Drivers   The Lagos State Safety Commission (LSC) and Lagos Bus Service Limited (LBSL) have trained BRT Captains on road safety, emergency response, and accident prevention.   Director General, Lagos Safety Commission, Mr. Lanre Mojola, ",neutral,0.735233009,LEGAL,7,"Transportation Planning, Investment & Policy Debates","This cluster encompasses discussions about BRT system expansion, efficiency, new routes, and calls for policy changes or alternative transport modes. It often includes comparative analysis with other cities, debates on funding (e.g., CNG conversion), and the role of public-private partnerships."
744,@AlarmeeThe75076,2025-08-24,0,4.0, Lagos bolsters Road Safety with intensive BRT driver training programme - [thealarmeeng.com/2025/08/24/lag](https://thealarmeeng.com/2025/08/24/lag). ,neutral,0.824057162,LEGAL,7,"Transportation Planning, Investment & Policy Debates","This cluster encompasses discussions about BRT system expansion, efficiency, new routes, and calls for policy changes or alternative transport modes. It often includes comparative analysis with other cities, debates on funding (e.g., CNG conversion), and the role of public-private partnerships."
